0.081502694	0.041262748	0.01693996	0.009743174
0.213342368	0.067373494	0.077280115	0.010093776
0.031277643	0.01396064	0.02267811	8.91026E-05
0.000113369	0.001176521	0.000995441	1.34626E-05
0.161407118	0.080190128	0.062625803	0.003063617
0.005146149	0.001302646	0.001069537	0.000307598
0.005177302	0.001533821	0.002978079	0.000295403
0.001716807	0.000869226	0.000356877	0.000102616
0.012469708	0.012985256	0.00551563	0.001479379
0.000640574	0.000379778	0.000368889	7.30847E-05
0.003431372	0.0017372	0.000713179	2.05101E-05
0.022303866	0.011291771	0.009271307	0.001333152
