0.05570649	0.006063599	0.003620862	0.009163317
0.090837402	0.010279308	0.006431335	0.014784263
0.031244825	0.056636224	0.056676978	0.003061913
0.023555995	0.019162075	0.022740037	0.001048323
0.069869697	0.064897461	0.058745906	0.014876216
0.033414873	0.026267776	0.016288467	0.011451139
0.036978868	0.007137551	0.003779544	0.009897437
0.000778098	0.000705834	0.000632276	0.000799935
0.030844973	0.048916433	0.042666699	0.003147067
0.019964929	0.001233557	0.003745317	0.001139457
0.015596361	0.024251897	0.016292006	0.009162485
0.013368278	0.000705324	0.000631766	0.000799425
