0.016862788	0.015295821	0.006850394	0.017336296
0.068742972	0.038895332	0.048670379	0.027970697
0.047290259	0.037818145	0.067017822	0.001158581
0.001114154	0.020716104	0.019121073	0.001137829
0.068967721	0.06139052	0.05230248	0.011257866
0.016858237	0.007645635	0.006848119	0.008665873
0.025440434	0.013503701	0.028602434	0.012483463
0.016872235	0.015305267	0.006855118	0.008672871
0.011671267	0.021775566	0.010090267	0.011908021
0.012590707	0.013374191	0.014171707	0.012353953
0.016861213	0.015294246	0.006849607	0.000866736
0.016861174	0.015294207	0.013699175	0.008667341
