0.12659856	0.00769124	0.00210503	0.00242146
0.33138581	0.01255819	0.00960317	0.00250859
0.01943349	0.01474589	0.02254466	0.00000554
0.00005635	0.00051170	0.00055664	0.00000029
0.23065735	0.09964779	0.06614835	0.00095175
0.00479612	0.00105217	0.00059807	0.00009556
0.00353845	0.00019060	0.00018503	0.00005506
0.00003723	0.00001885	0.00000774	0.00000223
0.00774770	0.01371564	0.00548317	0.00009192
0.00023880	0.00000824	0.00002292	0.00000158
0.00149239	0.00129523	0.00039880	0.00000510
0.00831473	0.00024485	0.00020104	0.00002891
