0.05269223	0.00632277	0.002106352	0.008432837
0.131730574	0.009484156	0.008425407	0.008432837
0.042156756	0.053750978	0.084309796	0.000105503
0.000843284	0.014755607	0.018968311	3.67776E-05
0.145438578	0.105391889	0.071667971	0.005267737
0.031613852	0.013700574	0.009484156	0.005267737
0.023188445	0.002106352	0.002110067	0.003161385
0.000735551	0.000735551	0.000367776	0.000367776
0.010539189	0.035833985	0.016861959	0.001055033
0.00632277	0.000367776	0.001055033	0.000367776
0.014755607	0.025291081	0.009484156	0.000421642
0.012645541	0.000735551	0.000735551	0.000367776
