0.235424403	0.014302729	0.007829101	0.004502979
0.246499826	0.015568923	0.008929091	0.004665016
0.018069391	0.018281108	0.01676974	0.000205902
0.002095818	0.000951563	0.001035136	1.08455E-05
0.142977853	0.074122558	0.061505187	0.003539761
0.008918938	0.003913266	0.002224374	0.000355405
0.006580148	0.000708882	0.000344093	0.000204789
6.92288E-05	3.50508E-05	2.87815E-05	8.27577E-06
0.028815474	0.025505799	0.020393166	0.00034186
0.000888157	3.06284E-05	8.52442E-05	5.89415E-06
0.002775271	0.002408633	0.001483238	0.000189582
0.015462186	0.000455331	0.000373857	0.000107516
