0.175292649	0.011740531	0.003587384	0.003261259
0.281390831	0.011307985	0.009213914	0.002094071
0.019189932	0.013656091	0.01963621	5.57847E-06
5.9046E-05	0.000576728	0.000679715	2.99194E-07
0.234264787	0.094748144	0.059059677	0.00098696
0.006642669	0.001606599	0.001019572	0.000128734
0.003247527	0.000164779	0.000151048	5.14936E-05
5.15176E-05	2.8754E-05	1.31789E-05	2.99521E-06
0.00774978	0.01470656	0.006344006	9.01137E-05
0.000221422	7.1885E-06	1.8881E-05	1.4976E-06
0.002066608	0.001977353	0.000679715	6.86581E-06
0.011513959	0.000373802	0.000342652	3.89377E-05
