0.016833215	0.015268996	0.013676761	0.017305893
0.027448966	0.025884747	0.024292512	0.027921644
0.023603662	0.025167882	0.026760116	0.023130985
0.022243994	0.020679774	0.019087539	0.022716671
0.022948924	0.024513143	0.026105378	0.022476246
0.016828672	0.015264453	0.013672218	0.01730135
0.025395819	0.026960038	0.028552273	0.024923141
0.016842645	0.015278426	0.013686191	0.017315323
0.023301597	0.021737378	0.020145143	0.023774275
0.025137253	0.026701473	0.028293707	0.024664576
0.016831643	0.015267424	0.013675189	0.017304321
0.016831604	0.015267385	0.01367515	0.017304282
