0.021881838	0.021881838	0.010940919	0.021881838
0.054704595	0.032822757	0.043763676	0.021881838
0.043763676	0.032822757	0.054704595	0.001094092
0.001094092	0.021881838	0.021881838	0.001094092
0.065645514	0.054704595	0.043763676	0.010940919
0.021881838	0.010940919	0.010940919	0.010940919
0.021881838	0.010940919	0.021881838	0.010940919
0.021881838	0.021881838	0.010940919	0.010940919
0.010940919	0.021881838	0.010940919	0.010940919
0.010940919	0.010940919	0.010940919	0.010940919
0.021881838	0.021881838	0.010940919	0.001094092
0.021881838	0.021881838	0.021881838	0.010940919
