0.01784	0.00214	0.00143	0.02212	0.01570	0.00571	0.00499	0.00285	0.00143	0.00285	0.00214	0.00143
0.01784	0.00214	0.00143	0.02212	0.01570	0.00571	0.00499	0.00285	0.00143	0.00285	0.00214	0.00143
0.00785	0.01213	0.01427	0.01284	0.01284	0.00143	0.00285	0.00071	0.00642	0.00010	0.00285	0.00285
0.00571	0.00499	0.00928	0.00285	0.00856	0.00143	0.00214	0.00010	0.00285	0.00010	0.00010	0.00143
0.01712	0.01427	0.01498	0.02283	0.02212	0.00428	0.00499	0.00357	0.00357	0.00214	0.00357	0.00428
0.00785	0.01213	0.01427	0.01356	0.02783	0.00785	0.00713	0.00071	0.01498	0.00010	0.00357	0.00499
0.01570	0.00928	0.00642	0.02426	0.01712	0.00499	0.00285	0.00357	0.00499	0.00285	0.00499	0.00285
0.00785	0.00143	0.00071	0.01427	0.00999	0.00214	0.00428	0.00214	0.00071	0.00214	0.00071	0.00071
0.00010	0.00010	0.00010	0.00071	0.01498	0.00642	0.00428	0.00010	0.00856	0.00010	0.00071	0.00214
0.00785	0.01213	0.01427	0.01284	0.01284	0.00143	0.00285	0.00071	0.00642	0.00010	0.00285	0.00285
0.00010	0.00010	0.00010	0.00071	0.01498	0.00642	0.00428	0.00010	0.00856	0.00010	0.00071	0.00214
0.00428	0.00010	0.00010	0.00856	0.00285	0.00071	0.00285	0.00010	0.00010	0.00010	0.00010	0.00010
0.00428	0.00010	0.00010	0.00856	0.00285	0.00071	0.00285	0.00010	0.00010	0.00010	0.00010	0.00010
0.00999	0.00856	0.00642	0.01998	0.01498	0.00357	0.00214	0.00285	0.00499	0.00285	0.00499	0.00214
0.00856	0.00010	0.00071	0.01284	0.00642	0.00285	0.00285	0.00010	0.00071	0.00071	0.00143	0.00010
0.00357	0.00143	0.00071	0.00571	0.00713	0.00143	0.00143	0.00214	0.00071	0.00214	0.00071	0.00071
