0.003584238	0.003251174	0.001456073	0.004785608	0.002897092	0.005055793	0.005546053	0.003684883	0.004426223	0.001289986	0.002303418	0.005212654
0.017533838	0.011023098	0.0129313	0.018039277	0.01450926	0.014651682	0.013180902	0.002972629	0.013783659	0.004840347	0.007999275	0.011817581
0.010051691	0.010717819	0.017093815	0.013385665	0.009855649	0.010662872	0.006128062	0.0024626	0.008367721	0.009045167	0.004003247	0.006794858
0.000519813	0.004403272	0.002032122	0.005937706	0.00525378	0.005992171	0.000603835	0.000530859	0.002789161	0.000409595	0.002879467	0.000640425
0.014659303	0.015658494	0.011117054	0.014740259	0.009367709	0.011952079	0.008773859	0.004785789	0.012133348	0.0058907	0.007727672	0.008145045
0.003578821	0.001622878	0.004360092	0.007170285	0.00868315	0.005050375	0.005540635	0.003679466	0.006631208	0.001287277	0.000505006	0.005207237
0.003583271	0.001625103	0.002911178	0.00478464	0.005793216	0.005054825	0.005545085	0.001841958	0.004425256	0.001289502	0.002302935	0.005211687
0.002703722	0.002870254	0.006079536	0.004206074	0.003197497	0.003935888	0.003445628	0.000582421	0.002282729	0.002894176	0.002192422	0.003779027
0.003586246	0.003253182	0.001457077	0.004787615	0.002898096	0.0050578	0.00554806	0.003686891	0.004428231	0.00129099	0.002304422	0.005214662
0.002480764	0.006942696	0.004289435	0.012074328	0.007542881	0.011533958	0.002638359	0.002531087	0.008705269	0.001978631	0.005984126	0.002805059
0.001791071	0.00162454	0.001455025	0.004783513	0.002896044	0.005053698	0.002771979	0.001841394	0.004424128	0.001288938	0.002302371	0.00260528
0.000529993	0.00049344	0.002078502	0.003015233	0.00258051	0.002949705	0.000593654	0.000541039	0.002835541	0.001912415	0.000642224	0.000630245
0.002676194	0.002842726	0.00301224	0.002075509	0.001571221	0.001940417	0.001695287	0.000576379	0.002255201	0.002921704	0.002164895	0.001861986
0.003583903	0.004876259	0.00291181	0.007177909	0.008690774	0.005055458	0.002772859	0.001842274	0.006638832	0.001289819	0.000505564	0.005212319
0.010751685	0.009752493	0.007279505	0.019141058	0.020278443	0.017694073	0.016637129	0.00368454	0.01549058	0.002579629	0.009212987	0.018243089
0.000623255	0.000586701	0.002503385	0.002659915	0.002155626	0.002524822	0.002279692	0.000634301	0.000623294	0.000513037	0.0027493	0.002446391
