0.057762	0.039711	0.014440	0.012635	0.003610	0.007220	0.001805	0.003610
0.057762	0.039711	0.014440	0.012635	0.003610	0.007220	0.001805	0.003610
0.032491	0.032491	0.003610	0.007220	0.007220	0.000181	0.007220	0.007220
0.007220	0.021661	0.003610	0.005415	0.010830	0.000181	0.000181	0.003610
0.034296	0.070397	0.018051	0.018051	0.021661	0.000181	0.009025	0.012635
0.050542	0.034296	0.007220	0.007220	0.007220	0.005415	0.009025	0.007220
0.032491	0.032491	0.003610	0.007220	0.007220	0.000181	0.007220	0.007220
0.001805	0.037906	0.014440	0.010830	0.014440	0.000181	0.001805	0.005415
0.016245	0.007220	0.001805	0.007220	0.000181	0.000181	0.000181	0.000181
0.010830	0.009025	0.003610	0.003610	0.001805	0.005415	0.001805	0.001805
