0.055014774	0.07009947	0.032831397	0.021296042	0.031944062	0.00177467	0.007542348	0.011535356
0.105975828	0.135033716	0.052703033	0.034185751	0.061534352	0.001139525	0.019371926	0.014813825
0.026349181	0.033573957	0.013478153	0.00582839	0.015299525	0.000728549	0.003096332	0.003157045
0.001737309	0.002213667	0.001036781	2.24169E-05	0.00100876	3.73615E-05	0.000317573	1.21425E-05
0.034746173	0.04427335	0.020735619	0.006725066	0.020175197	0.001120844	0.004763588	0.003642744
0.003474617	0.004427335	0.002073562	0.001345013	0.00201752	0.000112084	0.000476359	0.000728549
0.012161161	0.015495672	0.007257467	0.000235377	0.007061319	0.000392296	0.003334512	0.000127496
0.008686543	0.011068337	0.005183905	0.001120844	0.005043799	0.000186807	0.000793931	0.000607124
0.001158206	0.001475778	0.000691187	4.48338E-05	0.000672507	7.4723E-05	0.000317573	2.4285E-05
0.000289551	0.000368945	0.000172797	0.000112084	0.000168127	1.86807E-06	7.93931E-05	6.07124E-05
