0.105236504	0.111616836	0.01658703	0.010327161	0.003532266	0.000228767	0.00043402	0.001502173
0.218327228	0.15383039	0.025721237	0.013133095	0.008475633	0.000275588	0.001290423	0.001749387
0.022657478	0.021256522	0.001196777	0.000892281	0.00319827	5.48762E-06	0.000619327	0.000535909
0.000515413	0.001743273	0.000155203	4.62179E-06	0.000421738	1.7417E-07	2.28447E-06	1.77011E-06
0.039419016	0.124851291	0.013080992	0.004654319	0.013369048	3.60452E-06	0.001368977	0.001658571
0.005814526	0.006087175	0.000523701	0.000372645	0.000446084	1.08322E-05	0.00013703	0.000189713
0.01650747	0.017519793	0.001045595	6.20567E-05	0.002047561	1.93914E-06	0.000996995	3.57379E-05
0.000519032	0.016816551	0.002617919	0.000465711	0.002229849	6.01529E-07	4.56655E-05	0.000118545
0.000785198	0.000380554	5.09336E-05	1.2117E-05	4.7639E-06	3.56998E-07	2.32126E-06	1.74198E-07
0.000115445	9.93424E-05	2.17985E-05	1.27668E-05	1.19268E-05	3.27235E-07	5.453E-06	3.71051E-06
