0.089112806	0.113546962	0.053180223	0.03449528	0.051742919	0.005749213	0.024434156	0.018684943
0.057219802	0.072909102	0.034147301	0.022149601	0.033224401	0.0036916	0.0156893	0.0119977
0.012194384	0.015538005	0.007277294	0.004720407	0.00708061	0.000786734	0.003343621	0.002556887
0.001876059	0.002390462	0.001119584	0.000726216	0.001089325	0.000121036	0.000514403	0.000393367
0.028140886	0.035856935	0.016793755	0.010893246	0.016339869	0.001815541	0.007716049	0.005900508
0.005628177	0.007171387	0.003358751	0.002178649	0.003267974	0.000363108	0.00154321	0.001180102
0.01969862	0.025099855	0.011755628	0.007625272	0.011437908	0.001270879	0.005401235	0.004130356
0.009380295	0.011952312	0.005597918	0.003631082	0.005446623	0.00060518	0.002572016	0.001966836
0.003752118	0.004780925	0.002239167	0.001452433	0.002178649	0.000242072	0.001028807	0.000786734
0.00093803	0.001195231	0.000559792	0.000363108	0.000544662	6.0518E-05	0.000257202	0.000196684
