0.010770	0.010770	0.010770	0.010770	0.010770	0.005385	0.005385	0.010770
0.032310	0.032310	0.026925	0.026925	0.032310	0.005385	0.021540	0.021540
0.037695	0.037695	0.032310	0.021540	0.037695	0.016155	0.016155	0.021540
0.016155	0.016155	0.016155	0.000539	0.016155	0.005385	0.010770	0.000539
0.021540	0.021540	0.021540	0.010770	0.021540	0.010770	0.010770	0.010770
0.010770	0.010770	0.010770	0.010770	0.010770	0.005385	0.005385	0.010770
0.010770	0.010770	0.010770	0.000539	0.010770	0.005385	0.010770	0.000539
0.016155	0.016155	0.016155	0.005385	0.016155	0.005385	0.005385	0.005385
0.005385	0.005385	0.005385	0.000539	0.005385	0.005385	0.005385	0.000539
0.005385	0.005385	0.005385	0.005385	0.005385	0.000539	0.005385	0.005385
